,Facility ID,Facility Name,f_lng,f_lat,Facility Type,Material,Year,Service Area Address,Service Area Coordinates,Tonnage,Direction,Destiny,Facility Region,SA_lat,SA_lng
2008,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",34735.84,Incoming,Not Applicable,2,40.8447819,-73.8648268
2009,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"New York County, New York, NY, USA","[40.7830603, -73.9712488]",34735.84,Incoming,Not Applicable,2,40.7830603,-73.9712488
2010,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"Hempstead, NY, USA","[40.6450219, -73.63390869999999]",34735.84,Incoming,Not Applicable,2,40.6450219,-73.6339087
2011,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",34735.84,Incoming,Not Applicable,2,40.7282239,-73.7948516
2012,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"Staten Island, NY, USA","[40.5795317, -74.1502007]",34735.84,Incoming,Not Applicable,2,40.5795317,-74.1502007
2013,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"Westchester County, NY, USA","[41.1220194, -73.7948516]",34735.84,Incoming,Not Applicable,2,41.1220194,-73.7948516
2014,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Concrete,2020,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",249.26,Incoming,Not Applicable,2,40.6781784,-73.9441579
2015,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Concrete,2020,"Bronx, NY, USA","[40.8447819, -73.8648268]",249.26,Incoming,Not Applicable,2,40.8447819,-73.8648268
2016,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Concrete,2020,"New York County, New York, NY, USA","[40.7830603, -73.9712488]",249.26,Incoming,Not Applicable,2,40.7830603,-73.9712488
2017,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Concrete,2020,"Queens, NY, USA","[40.7282239, -73.7948516]",249.26,Incoming,Not Applicable,2,40.7282239,-73.7948516
2018,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",27565.97,Incoming,Not Applicable,2,40.6781784,-73.9441579
2019,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"Bronx, NY, USA","[40.8447819, -73.8648268]",27565.97,Incoming,Not Applicable,2,40.8447819,-73.8648268
2020,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"New York County, New York, NY, USA","[40.7830603, -73.9712488]",27565.97,Incoming,Not Applicable,2,40.7830603,-73.9712488
2021,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"Hempstead, NY, USA","[40.6450219, -73.63390869999999]",27565.97,Incoming,Not Applicable,2,40.6450219,-73.6339087
2022,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"Queens, NY, USA","[40.7282239, -73.7948516]",27565.97,Incoming,Not Applicable,2,40.7282239,-73.7948516
2023,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"Staten Island, NY, USA","[40.5795317, -74.1502007]",27565.97,Incoming,Not Applicable,2,40.5795317,-74.1502007
2024,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Metals,2020,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",59.74,Incoming,Not Applicable,2,40.6781784,-73.9441579
2025,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Metals,2020,"Bronx, NY, USA","[40.8447819, -73.8648268]",59.74,Incoming,Not Applicable,2,40.8447819,-73.8648268
2026,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Metals,2020,"New York County, New York, NY, USA","[40.7830603, -73.9712488]",59.74,Incoming,Not Applicable,2,40.7830603,-73.9712488
2027,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Metals,2020,"Queens, NY, USA","[40.7282239, -73.7948516]",59.74,Incoming,Not Applicable,2,40.7282239,-73.7948516
2028,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Old Corrugated Containers,2020,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",466.48,Incoming,Not Applicable,2,40.6781784,-73.9441579
2029,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Old Corrugated Containers,2020,"New York County, New York, NY, USA","[40.7830603, -73.9712488]",466.48,Incoming,Not Applicable,2,40.7830603,-73.9712488
2030,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Old Corrugated Containers,2020,"Hempstead, NY, USA","[40.6450219, -73.63390869999999]",466.48,Incoming,Not Applicable,2,40.6450219,-73.6339087
2031,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Old Corrugated Containers,2020,"Queens, NY, USA","[40.7282239, -73.7948516]",466.48,Incoming,Not Applicable,2,40.7282239,-73.7948516
2032,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Old Corrugated Containers,2020,"Staten Island, NY, USA","[40.5795317, -74.1502007]",466.48,Incoming,Not Applicable,2,40.5795317,-74.1502007
2033,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Fill,2020,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",560.26,Incoming,Not Applicable,2,40.6781784,-73.9441579
2034,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Fill,2020,"New York County, New York, NY, USA","[40.7830603, -73.9712488]",560.26,Incoming,Not Applicable,2,40.7830603,-73.9712488
2035,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Fill,2020,"Queens, NY, USA","[40.7282239, -73.7948516]",560.26,Incoming,Not Applicable,2,40.7282239,-73.7948516
2036,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Fill,2019,"3968 Middle Country Rd, Calverton, NY 11933, USA","[40.9337951, -72.7602838]",422.38,Outgoing,Recycled,2,40.9337951,-72.7602838
2037,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Fill,2019,"1446 NY-212, Saugerties, NY 12477, USA","[42.06148109999999, -74.0583501]",422.38,Outgoing,Recycled,2,42.0614811,-74.0583501
2038,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Concrete,2019,"127-50 Northern Boulevard, Flushing, NY 11368, USA","[40.7621246, -73.8417683]",107.48,Outgoing,Recycled,2,40.7621246,-73.8417683
2039,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Metals,2019,"1301 Grand St, Brooklyn, NY 11211, USA","[40.715966, -73.92541]",901.57,Outgoing,Recycled,2,40.715966,-73.92541
2040,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"136 Spagnoli Rd, Melville, NY 11747, USA","[40.7614568, -73.4349464]",36597.79,Outgoing,Disposed,2,40.7614568,-73.4349464
2041,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"1690 Lake St, Elmira, NY 14901, USA","[42.1182403, -76.8054275]",36597.79,Outgoing,Disposed,2,42.1182403,-76.8054275
2042,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"1633 New Hwy, Farmingdale, NY 11735, USA","[40.7433395, -73.4136276]",36597.79,Outgoing,Transferred,2,40.7433395,-73.4136276
2043,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"256 County House Rd, Clarksboro, NJ 08020, USA","[39.7999338, -75.2134427]",36597.79,Outgoing,Disposed,2,39.7999338,-75.2134427
2044,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"43 Manning Ridge Rd, Painted Post, NY 14870, USA","[42.2024643, -77.11433819999999]",36597.79,Outgoing,Disposed,2,42.2024643,-77.1143382
2045,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"6653 Herdman Rd, Angelica, NY 14709, USA","[42.2872962, -78.0064392]",36597.79,Outgoing,Disposed,2,42.2872962,-78.0064392
2046,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2019,"1000 Bordentown Rd, Morrisville, PA 19067, USA","[40.1510046, -74.7819871]",36597.79,Outgoing,Disposed,2,40.1510046,-74.7819871
2047,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"136 Spagnoli Rd, Melville, NY 11747, USA","[40.7614568, -73.4349464]",27111.14,Outgoing,Disposed,2,40.7614568,-73.4349464
2048,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"1061 Burma Rd, New Philadelphia, PA 17959, USA","[40.73943269999999, -76.1507006]",27111.14,Outgoing,Disposed,2,40.7394327,-76.1507006
2049,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"1633 New Hwy, Farmingdale, NY 11735, USA","[40.7433395, -73.4136276]",27111.14,Outgoing,Transferred,2,40.7433395,-73.4136276
2050,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"123 Varick Ave, Brooklyn, NY 11237, USA","[40.7099882, -73.9288291]",27111.14,Outgoing,Transferred,2,40.7099882,-73.9288291
2051,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"256 County House Rd, Clarksboro, NJ 08020, USA","[39.7999338, -75.2134427]",27111.14,Outgoing,Transferred,2,39.7999338,-75.2134427
2052,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"43 Manning Ridge Rd, Painted Post, NY 14870, USA","[42.2024643, -77.11433819999999]",27111.14,Outgoing,Disposed,2,42.2024643,-77.1143382
2053,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"6653 Herdman Rd, Angelica, NY 14709, USA","[42.2872962, -78.0064392]",27111.14,Outgoing,Disposed,2,42.2872962,-78.0064392
2054,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"1879 NY-5, Stanley, NY 14561, USA","[42.8602701, -77.0812026]",27111.14,Outgoing,Disposed,2,42.8602701,-77.0812026
2055,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,General C&D Debris,2020,"1000 Bordentown Rd, Morrisville, PA 19067, USA","[40.1510046, -74.7819871]",27111.14,Outgoing,Disposed,2,40.1510046,-74.7819871
2056,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Metals,2020,"1301 Grand St, Brooklyn, NY 11211, USA","[40.715966, -73.92541]",661.48,Outgoing,Recycled,2,40.715966,-73.92541
2057,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Metals,2020,"340 Maspeth Ave, Brooklyn, NY 11211, USA","[40.7180441, -73.93047059999999]",661.48,Outgoing,Recycled,2,40.7180441,-73.9304706
2058,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Fill,2020,"5239 NY-52, Jeffersonville, NY 12748, USA","[41.7582989, -74.9427783]",1696.45,Outgoing,Recycled,2,41.7582989,-74.9427783
2059,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Fill,2020,"246 Gale Rd, Mongaup Valley, NY 12762, USA","[41.679182, -74.768771]",1696.45,Outgoing,Recycled,2,41.679182,-74.768771
2060,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Fill,2020,"117 Magnolia Ave, Westbury, NY 11590, USA","[40.7572775, -73.5679624]",1696.45,Outgoing,Recycled,2,40.7572775,-73.5679624
2061,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Tires,2020,"1811 Harrison Ave, Bay Shore, NY 11706, USA","[40.7683505, -73.2838988]",9.95,Outgoing,Recycled,2,40.7683505,-73.2838988
2062,[41W53],New Style Recycling Corp,-73.91902102,40.71739627,Transfer Facility,Old Corrugated Containers,2020,"3 Railroad Pl, Queens, NY 11378, USA","[40.7243916, -73.9171246]",372.99,Outgoing,Recycled,2,40.7243916,-73.9171246
2063,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Soil,2019,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",2299,Incoming,Not Applicable,2,40.6781784,-73.9441579
2064,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Soil,2019,"Staten Island, NY, USA","[40.5795317, -74.1502007]",2299,Incoming,Not Applicable,2,40.5795317,-74.1502007
2065,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Soil,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",2299,Incoming,Not Applicable,2,40.7830603,-73.9712488
2066,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Soil,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",2299,Incoming,Not Applicable,2,40.7282239,-73.7948516
2067,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Soil,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",2299,Incoming,Not Applicable,2,40.8447819,-73.8648268
2068,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Concrete,2019,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",24333,Incoming,Not Applicable,2,40.6781784,-73.9441579
2069,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Concrete,2019,"Staten Island, NY, USA","[40.5795317, -74.1502007]",24333,Incoming,Not Applicable,2,40.5795317,-74.1502007
2070,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Concrete,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",24333,Incoming,Not Applicable,2,40.7830603,-73.9712488
2071,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Concrete,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",24333,Incoming,Not Applicable,2,40.7282239,-73.7948516
2072,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Concrete,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",24333,Incoming,Not Applicable,2,40.8447819,-73.8648268
2073,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Asphalt and Road Material,2019,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",1242,Incoming,Not Applicable,2,40.6781784,-73.9441579
2074,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Asphalt and Road Material,2019,"Staten Island, NY, USA","[40.5795317, -74.1502007]",1242,Incoming,Not Applicable,2,40.5795317,-74.1502007
2075,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Asphalt and Road Material,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",1242,Incoming,Not Applicable,2,40.7830603,-73.9712488
2076,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Asphalt and Road Material,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",1242,Incoming,Not Applicable,2,40.7282239,-73.7948516
2077,[41W41],New York Paving Inc,-73.93550052,40.72342293,Transfer Facility,Asphalt and Road Material,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",1242,Incoming,Not Applicable,2,40.8447819,-73.8648268
2078,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Concrete,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",97177,Incoming,Not Applicable,2,40.8447819,-73.8648268
2079,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Concrete,2019,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",97177,Incoming,Not Applicable,2,40.6781784,-73.9441579
2080,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Concrete,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",97177,Incoming,Not Applicable,2,40.7830603,-73.9712488
2081,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Concrete,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",97177,Incoming,Not Applicable,2,40.7282239,-73.7948516
2082,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Concrete,2019,"Westchester County, NY, USA","[41.1220194, -73.7948516]",97177,Incoming,Not Applicable,2,41.1220194,-73.7948516
2083,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Soil,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",17609,Incoming,Not Applicable,2,40.8447819,-73.8648268
2084,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Soil,2019,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",17609,Incoming,Not Applicable,2,40.6781784,-73.9441579
2085,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Soil,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",17609,Incoming,Not Applicable,2,40.7830603,-73.9712488
2086,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Soil,2019,"Westchester County, NY, USA","[41.1220194, -73.7948516]",17609,Incoming,Not Applicable,2,41.1220194,-73.7948516
2087,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Fill,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",28326,Incoming,Not Applicable,2,40.8447819,-73.8648268
2088,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Fill,2019,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",28326,Incoming,Not Applicable,2,40.6781784,-73.9441579
2089,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Fill,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",28326,Incoming,Not Applicable,2,40.7830603,-73.9712488
2090,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Fill,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",28326,Incoming,Not Applicable,2,40.7282239,-73.7948516
2091,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Fill,2019,"Westchester County, NY, USA","[41.1220194, -73.7948516]",28326,Incoming,Not Applicable,2,41.1220194,-73.7948516
2092,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Fill,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",134665,Outgoing,Recycled,2,40.8447819,-73.8648268
2093,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Fill,2019,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",134665,Outgoing,Recycled,2,40.6781784,-73.9441579
2094,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Fill,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",134665,Outgoing,Recycled,2,40.7830603,-73.9712488
2095,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Fill,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",134665,Outgoing,Recycled,2,40.7282239,-73.7948516
2096,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Fill,2019,"Westchester County, NY, USA","[41.1220194, -73.7948516]",134665,Outgoing,Recycled,2,41.1220194,-73.7948516
2097,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Concrete,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",26615,Outgoing,Recycled,2,40.8447819,-73.8648268
2098,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Metals,2019,"1641 E 233rd St, Bronx, NY 10466, USA","[40.888099, -73.825042]",510,Outgoing,Recycled,2,40.888099,-73.825042
2099,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,Asphalt and Road Material,2019,"7 Edison Ave, Mt Vernon, NY 10550, USA","[40.89058259999999, -73.8249514]",3520,Outgoing,Recycled,2,40.8905826,-73.8249514
2100,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,General C&D Debris,2019,"401 S Bridgeville Rd, Belvidere, NJ 07823, USA","[40.8272735, -75.0354816]",2712,Outgoing,Recycled,2,40.8272735,-75.0354816
2101,[03W87],New York Recycling LLC,-73.93064508,40.81806497,Transfer Facility,General C&D Debris,2019,"426 US-46, Belvidere, NJ 07823, USA","[40.8356636, -75.0206516]",2712,Outgoing,Recycled,2,40.8356636,-75.0206516
2102,[41W64],Pebble Lane Associates LLC,-73.91992057,40.73498914,Transfer Facility,Concrete,2020,"Bronx, NY, USA","[40.8447819, -73.8648268]",36378,Incoming,Not Applicable,2,40.8447819,-73.8648268
2103,[41W64],Pebble Lane Associates LLC,-73.91992057,40.73498914,Transfer Facility,Concrete,2020,"Kings County, Brooklyn, NY, USA","[40.6528762, -73.95949399999999]",36378,Incoming,Not Applicable,2,40.6528762,-73.959494
2104,[41W64],Pebble Lane Associates LLC,-73.91992057,40.73498914,Transfer Facility,Concrete,2020,"New York County, New York, NY, USA","[40.7830603, -73.9712488]",36378,Incoming,Not Applicable,2,40.7830603,-73.9712488
2105,[41W64],Pebble Lane Associates LLC,-73.91992057,40.73498914,Transfer Facility,Concrete,2020,"Queens, NY, USA","[40.7282239, -73.7948516]",36378,Incoming,Not Applicable,2,40.7282239,-73.7948516
2106,[41W64],Pebble Lane Associates LLC,-73.91992057,40.73498914,Transfer Facility,Fill,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",32299,Outgoing,Recycled,2,40.7282239,-73.7948516
2107,[41W64],Pebble Lane Associates LLC,-73.91992057,40.73498914,Transfer Facility,"Rock, Stone, and Gravel",2019,"Queens, NY, USA","[40.7282239, -73.7948516]",6357,Outgoing,Recycled,2,40.7282239,-73.7948516
2108,[41W64],Pebble Lane Associates LLC,-73.91992057,40.73498914,Transfer Facility,Fill,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",1758,Outgoing,Recycled,2,40.7282239,-73.7948516
2109,[41W64],Pebble Lane Associates LLC,-73.91992057,40.73498914,Transfer Facility,Fill,2020,"Queens, NY, USA","[40.7282239, -73.7948516]",7308,Outgoing,Recycled,2,40.7282239,-73.7948516
2110,[41W64],Pebble Lane Associates LLC,-73.91992057,40.73498914,Transfer Facility,"Rock, Stone, and Gravel",2020,"Queens, NY, USA","[40.7282239, -73.7948516]",956,Outgoing,Recycled,2,40.7282239,-73.7948516
2111,[41W64],Pebble Lane Associates LLC,-73.91992057,40.73498914,Transfer Facility,Fill,2020,"Queens, NY, USA","[40.7282239, -73.7948516]",562,Outgoing,Recycled,2,40.7282239,-73.7948516
2112,[24W92],Point Recycling Ltd,-73.938995,40.72705848,Transfer Facility,General C&D Debris,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",67925,Incoming,Not Applicable,2,40.7830603,-73.9712488
2113,[24W92],Point Recycling Ltd,-73.938995,40.72705848,Transfer Facility,Wood,2019,"590 Mt Pleasant Ave, West Orange, NJ 07052, USA","[40.7895622, -74.2796554]",759,Outgoing,Recycled,2,40.7895622,-74.2796554
2114,[24W92],Point Recycling Ltd,-73.938995,40.72705848,Transfer Facility,Concrete,2019,"140 Old Northport Rd, Kings Park, NY 11754, USA","[40.878963, -73.2834139]",9800,Outgoing,Recycled,2,40.878963,-73.2834139
2115,[24W92],Point Recycling Ltd,-73.938995,40.72705848,Transfer Facility,Concrete,2019,"1900 South Ave, Staten Island, NY 10314, USA","[40.602597, -74.193906]",9800,Outgoing,Recycled,2,40.602597,-74.193906
2116,[24W92],Point Recycling Ltd,-73.938995,40.72705848,Transfer Facility,Concrete,2019,"5900 Sylon Blvd, Hainesport, NJ 08036, USA","[39.9779674, -74.8440858]",9800,Outgoing,Recycled,2,39.9779674,-74.8440858
2117,[24W92],Point Recycling Ltd,-73.938995,40.72705848,Transfer Facility,Metals,2019,"1301 Grand St, Brooklyn, NY 11211, USA","[40.715966, -73.92541]",2695,Outgoing,Recycled,2,40.715966,-73.92541
2118,[24W92],Point Recycling Ltd,-73.938995,40.72705848,Transfer Facility,Metals,2019,"71 Peconic Ave, Medford, NY 11763, USA","[40.8177235, -72.97486529999999]",2695,Outgoing,Recycled,2,40.8177235,-72.9748653
2119,[24W92],Point Recycling Ltd,-73.938995,40.72705848,Transfer Facility,General C&D Debris,2019,"1633 New Hwy, Farmingdale, NY 11735, USA","[40.7433395, -73.4136276]",25364,Outgoing,Transferred,2,40.7433395,-73.4136276
2120,[24W92],Point Recycling Ltd,-73.938995,40.72705848,Transfer Facility,General C&D Debris,2019,"136 Spagnoli Rd, Melville, NY 11747, USA","[40.7614568, -73.4349464]",25364,Outgoing,Disposed,2,40.7614568,-73.4349464
2121,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,General C&D Debris,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",77574,Incoming,Not Applicable,2,40.7282239,-73.7948516
2122,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,General C&D Debris,2019,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",77574,Incoming,Not Applicable,2,40.6781784,-73.9441579
2123,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,General C&D Debris,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",77574,Incoming,Not Applicable,2,40.8447819,-73.8648268
2124,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,General C&D Debris,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",77574,Incoming,Not Applicable,2,40.7830603,-73.9712488
2125,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,General C&D Debris,2019,"136 Spagnoli Rd, Melville, NY 11747, USA","[40.7614568, -73.4349464]",36402,Outgoing,Disposed,2,40.7614568,-73.4349464
2126,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,General C&D Debris,2019,"1633 New Hwy, Farmingdale, NY 11735, USA","[40.7433395, -73.4136276]",36402,Outgoing,Transferred,2,40.7433395,-73.4136276
2127,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,General C&D Debris,2019,"315 Partition St Ext, Rensselaer, NY 12144, USA","[42.643814, -73.73051699999999]",36402,Outgoing,Disposed,2,42.643814,-73.730517
2128,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,General C&D Debris,2019,"Pennsylvania, USA","[41.2033216, -77.1945247]",36402,Outgoing,Disposed,2,41.2033216,-77.1945247
2129,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,Metals,2019,"340 Maspeth Ave, Brooklyn, NY 11211, USA","[40.7180441, -73.93047059999999]",4997,Outgoing,Recycled,2,40.7180441,-73.9304706
2130,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,Metals,2019,"2994 Cropsey Ave, Brooklyn, NY 11214, USA","[40.58175, -73.9863227]",4997,Outgoing,Recycled,2,40.58175,-73.9863227
2131,[41W49],Regal Recycling Inc,-73.78641121,40.70470055,Transfer Facility,Metals,2019,"71 Peconic Ave, Medford, NY 11763, USA","[40.8177235, -72.97486529999999]",4997,Outgoing,Recycled,2,40.8177235,-72.9748653
